Origin_State,Destination_State,Tourists_000,Is_Origin_Total,Is_Destination_Total,Year,Source_Report,Source_Table,Source_Sheet,Source_File
Perak,Pahang,432.226,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perak,Pulau Pinang,384.443,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perak,Perak,1886.966,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perak,Perlis,102.461,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perak,Selangor,1053.853,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perak,Terengganu,256.269,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perak,Sabah,77.564,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perak,Sarawak,37.394,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perak,W.P. Kuala Lumpur,909.009,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perak,W.P. Labuan,20.276,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perak,W.P. Putrajaya,90.289,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perlis,Malaysia,933.185,FALSE,TRUE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perlis,Johor,20.528,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perlis,Kedah,238.573,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perlis,Kelantan,34.567,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perlis,Melaka,6.776,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perlis,Negeri Sembilan,13.4,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perlis,Pahang,75.115,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perlis,Pulau Pinang,197.276,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perlis,Perak,97.427,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perlis,Perlis,50.996,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perlis,Selangor,73.087,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perlis,Terengganu,49.435,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perlis,Sabah,4.239,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perlis,Sarawak,3.126,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perlis,W.P. Kuala Lumpur,56.871,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perlis,W.P. Labuan,0.808,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Perlis,W.P. Putrajaya,10.961,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Selangor,Malaysia,21506.181,FALSE,TRUE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Selangor,Johor,1837.846,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Selangor,Kedah,1793.603,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Selangor,Kelantan,1365.974,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Selangor,Melaka,1698.792,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Selangor,Negeri Sembilan,1524.26,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Selangor,Pahang,1636.986,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Selangor,Pulau Pinang,1199.166,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Selangor,Perak,3336.198,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Selangor,Perlis,461.172,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Selangor,Selangor,2953.259,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Selangor,Terengganu,973.553,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Selangor,Sabah,770.899,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Selangor,Sarawak,588.138,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Selangor,W.P. Kuala Lumpur,1291.171,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Selangor,W.P. Labuan,9.719,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Selangor,W.P. Putrajaya,65.445,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Terengganu,Malaysia,1574.314,FALSE,TRUE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Terengganu,Johor,12.138,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Terengganu,Kedah,7.925,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Terengganu,Kelantan,346.675,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Terengganu,Melaka,10.535,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Terengganu,Negeri Sembilan,19.287,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Terengganu,Pahang,293.872,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Terengganu,Pulau Pinang,34.815,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Terengganu,Perak,19.12,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Terengganu,Perlis,5.452,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Terengganu,Selangor,224.869,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Terengganu,Terengganu,487.724,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Terengganu,Sabah,26.825,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Terengganu,Sarawak,2.747,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Terengganu,W.P. Kuala Lumpur,74.284,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Terengganu,W.P. Labuan,5.041,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Terengganu,W.P. Putrajaya,3.005,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sabah,Malaysia,5323.449,FALSE,TRUE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sabah,Johor,27.375,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sabah,Kedah,34.294,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sabah,Kelantan,7.941,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sabah,Melaka,28.095,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sabah,Negeri Sembilan,6.93,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sabah,Pahang,11.471,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sabah,Pulau Pinang,86.459,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sabah,Perak,5.995,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sabah,Perlis,4.359,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sabah,Selangor,200.936,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sabah,Terengganu,10.243,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sabah,Sabah,4132.289,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sabah,Sarawak,386.56,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sabah,W.P. Kuala Lumpur,277.914,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sabah,W.P. Labuan,64.186,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sabah,W.P. Putrajaya,38.402,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sarawak,Malaysia,5067.473,FALSE,TRUE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sarawak,Johor,41.45,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sarawak,Kedah,72.561,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sarawak,Kelantan,23.379,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sarawak,Melaka,7.034,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sarawak,Negeri Sembilan,8.098,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sarawak,Pahang,12.647,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sarawak,Pulau Pinang,41.88,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sarawak,Perak,5.561,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sarawak,Perlis,13.178,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sarawak,Selangor,211.808,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sarawak,Terengganu,22.411,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sarawak,Sabah,247.465,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sarawak,Sarawak,4055.785,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sarawak,W.P. Kuala Lumpur,245.981,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sarawak,W.P. Labuan,27.314,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
Sarawak,W.P. Putrajaya,30.921,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Kuala Lumpur,Malaysia,15233.52,FALSE,TRUE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Kuala Lumpur,Johor,1689.695,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Kuala Lumpur,Kedah,624.876,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Kuala Lumpur,Kelantan,1289.447,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Kuala Lumpur,Melaka,1520.438,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Kuala Lumpur,Negeri Sembilan,1815.293,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Kuala Lumpur,Pahang,2485.925,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Kuala Lumpur,Pulau Pinang,1088.185,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Kuala Lumpur,Perak,1881.571,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Kuala Lumpur,Perlis,97.851,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Kuala Lumpur,Selangor,1026.36,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Kuala Lumpur,Terengganu,954.478,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Kuala Lumpur,Sabah,105.983,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Kuala Lumpur,Sarawak,304.533,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Kuala Lumpur,W.P. Kuala Lumpur,338.113,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Kuala Lumpur,W.P. Labuan,3.966,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Kuala Lumpur,W.P. Putrajaya,6.806,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Labuan,Malaysia,238.251,FALSE,TRUE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Labuan,Johor,0.087,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Labuan,Kedah,1.83,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Labuan,Kelantan,1.902,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Labuan,Melaka,0.161,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Labuan,Negeri Sembilan,1.308,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Labuan,Pahang,20.987,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Labuan,Pulau Pinang,0.498,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Labuan,Perak,1.164,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Labuan,Perlis,0.642,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Labuan,Selangor,3.53,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Labuan,Terengganu,1.782,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Labuan,Sabah,151.349,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Labuan,Sarawak,16.186,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Labuan,W.P. Kuala Lumpur,13.709,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Labuan,W.P. Labuan,15.209,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Labuan,W.P. Putrajaya,7.907,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Putrajaya,Malaysia,539.929,FALSE,TRUE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Putrajaya,Johor,28.391,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Putrajaya,Kedah,26.077,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Putrajaya,Kelantan,52.129,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Putrajaya,Melaka,80.822,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Putrajaya,Negeri Sembilan,73.059,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Putrajaya,Pahang,44.218,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Putrajaya,Pulau Pinang,25.344,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Putrajaya,Perak,76.048,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Putrajaya,Perlis,1.354,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
W.P. Putrajaya,Selangor,55.887,FALSE,FALSE,2024,Domestic Tourism Survey 2024: Publication Tables,"Table 10: Number of Tourists by State Visited, 2024",10,Publication Table DTS 2024 (1).xlsx
